Employee_ID,Subfield,Entry_Year,Exit_Year,Status,Exit_Reason,Min_Package_LPA,Avg_Package_LPA,Max_Package_LPA,Experience_Years,City,Education_Level,Work_Mode
EMP00028,ai/ml engineering,2023,,Active,,1.86,50.0,5.26,1.0,GURGAON,Bachelor's,Hybrid
EMP01919,UI/UX Design,2022.0,,Working,,6.18,9.24,26.15,3.0,Pune,Bachelor's,Onsite
EMP01339,IT Support & Helpdesk,2019-01-01,,ACTIVE,,3.96,5.38,11.82,5.0,Mumbai,Diploma,Remote
EMP01992,it support & helpdesk,2022,,Working,,2.85,4.83,9.13,2.0,mumbai,PhD,Remote
EMP01498,UI/UX Design,01/20,,Active,,7.01,11.92,23.76,4.0,Chennai,Master's,Onsite
EMP01440,Data Science,2023,,Y,,4.99,7.02,12.75,1.0,NOIDA,Bachelor's,Remote
EMP00033,Networking,2019-01-01,2019,Resigned,Layoff,1.58,2.6,6.17,5.0,Pune,Bachelor's,Onsite
EMP00762,Networking,01/24,2024,0,Career Switch,7.83,13.21,23.19,0.0,hyderabad,Bachelor's,Onsite
EMP00736,BUSINESS ANALYSIS,2019,2024,Resigned,higher salary elsewhere,7.93,12.67,24.84,5.0,Mumbai,Bachelor's,Hybrid
EMP00797,Cloud Computing,2021-01-01,,1,,8.35,12.39,29.25,3.0,Gurgaon,PhD,Remote
EMP01979,devops,2021,2024.0,Exited,Higher Salary Elsewhere,3.98,6.38,16.68,4.0,Gurgaon,MASTER'S,Hybrid
EMP02074,software development,2016,01/21,EXITED,health reasons,11.08,15.41,27.1,8.0,Bangalore,PhD,Onsite
EMP00036,QA & Testing,2016-01-01,2019,N,Higher Salary Elsewhere,3.39,5.65,10.08,8.0,Chennai,MASTER'S,Hybrid
EMP00646,DevOps,2015-01-01,,active,,7.37,10.29,25.45,9.0,Gurgaon,Master's,Onsite
EMP01877,devops,01/15,2022,Exited,Higher Studies,6.0,9.86,22.25,9.0,Gurgaon,MASTER'S,Hybrid
EMP00877,Cybersecurity,2017,,Y,,4.88,6.62,18.98,8.0,Chennai,Bachelor's,Onsite
EMP01304,Cybersecurity,01/21,,ACTIVE,,6.76,10.35,22.88,3.0,Delhi,Bachelor's,Hybrid
EMP00331,Business_Analysis,2018,,Working,,5.37,7.86,15.15,6.0,PUNE,PhD,Hybrid
EMP01184,IT Support & Helpdesk,2015,,Y,,8.14,11.57,28.5,10.0,Hyderabad,Diploma,Onsite
EMP00845,Cybersecurity,2017,,Active,,5.55,8.63,24.2,8.0,Pune,Bachelor's,Onsite
EMP00701,,2019,,,,6.05,,23.97,,,,
EMP01763,Cybersecurity,01/19,,Active,,6.04,9.51,18.83,5.0,pune,Bachelor's,Hybrid
EMP00828,Database Administration,2016-01-01,,Active,,4.91,8.3,20.06,8.0,mumbai,Master's,WFH
EMP02047,IT Support & Helpdesk,01/22,,Working,,4.02,5.89,13.92,2.0,Chennai,Bachelor's,Onsite
EMP00527,,2024,,,,8.87,,30.61,,,,
EMP01623,  Software Development  ,2020,,active,,3.97,5.7,11.36,4.0,Delhi,Diploma,Remote
EMP00496,data science,2018,,active,,6.5,11.8,22.12,6.0,BANGALORE,,Onsite
EMP01149,Business Analysis,2022-01-01,,Yes,,5.21,9.46,25.48,3.0,Chennai,Master's,onsite
EMP00786,Cybersecurity,2019-01-01,,Y,,1.62,2.95,6.94,5.0,PUNE,Bachelor's,Hybrid
EMP00436,NETWORKING,2020-01-01,,ACTIVE,,3.57,6.28,15.67,4.0,Bangalore,Bachelor's,Hybrid
EMP01805,BUSINESS ANALYSIS,2020,2024-01-01,Exited,  Career Switch  ,6.18,8.36,22.53,5.0,bangalore,Master's,Hybrid
EMP02191,DATABASE ADMINISTRATION,2018,,Active,,3.64,5.52,11.59,7.0,Noida,Bachelor's,Onsite
EMP01941,Networking,2022,2023,exited,  Career Switch  ,14.92,19.97,34.45,2.0,Gurgaon,Bachelor's,Onsite
EMP01253,DevOps,2015,,Working,,5.41,7.82,21.01,9.0,Pune,bachelor's,REMOTE
EMP00950,QA & Testing,2022.0,2024,exited,Higher Studies,6.42,9.58,25.58,2.0,Noida,Bachelor's,Hybrid
EMP00087,DevOps,2016-01-01,,1,,4.05,7.1,15.62,8.0,Noida,Bachelor's,Onsite
EMP00118,DEVOPS,2020,,Y,,5.69,7.78,21.69,5.0,Delhi,Bachelor's,Onsite
EMP01004,cybersecurity,2023,,1,,7.61,10.75,29.66,2.0,CHENNAI,Bachelor's,Onsite
EMP01434,cybersecurity,2015,,ACTIVE,,2.12,3.72,9.65,9.0,Chennai,Bachelor's,Hybrid
EMP00806,business analysis,2018,2019,0,Career Growth,5.98,9.11,23.03,6.0,CHENNAI,Master's,Onsite
EMP01180,ai/ml engineering,2016,,Yes,,6.26,10.09,18.72,8.0,MUMBAI,,Hybrid
EMP02131,DevOps,01/18,,Active,,7.68,12.03,29.83,7.0,Mumbai,Master's,Hybrid
EMP00854,Business Analysis,2017-01-01,,Working,,4.42,0.3315,12.22,7.0,Mumbai,Bachelor's,Onsite
EMP01457,UI/UX Design,2016,2022-01-01,0,WORK-LIFE BALANCE,9.99,13.65,38.02,8.0,Hyderabad,Master's,Hybrid
EMP01873,Networking,2015-01-01,,Y,,4.5,6.68,17.88,9.0,Mumbai,Bachelor's,Onsite
EMP01483,NETWORKING,2016,,Y,,4.63,7.65,20.23,8.0,Chennai,Bachelor's,Hybrid
EMP01268,Data Science,2023,2024.0,Exited,RETIREMENT,2.69,4.45,8.17,1.0,Chennai,Bachelor's,Hybrid
EMP01019,QA & Testing,01/20,2024.0,N,Career Growth,9.64,14.72,38.22,4.0,Noida,Bachelor's,Hybrid
EMP00344,Cybersecurity,2020,,Working,,4.19,103.8,20.56,5.0,PUNE,Master's,Onsite
EMP02153,NETWORKING,2021,,active,,4.58,7.69,19.83,3.0,pune,Master's,Onsite
EMP00415,  AI/ML Engineering  ,2015,,1,,5.41,7.47,20.3,9.0,Pune,Bachelor's,Hybrid
EMP02004,Business_Analysis,2017.0,,Y,,7.89,10.68,28.24,7.0,mumbai,Bachelor's,Remote
EMP01399,Networking,01/16,,Working,,3.67,6.15,18.24,8.0,Hyderabad,Bachelor's,Onsite
EMP00906,AI/ML Engineering,2018.0,,Y,,8.15,11.91,21.73,7.0,PUNE,Bachelor's,Onsite
EMP01840,it support & helpdesk,2023,,1,,6.43,0.83,25.03,2.0,CHENNAI,Bachelor's,Hybrid
EMP00354,Data Science,2020,2021.0,No,Health Reasons,1.54,2.5,5.03,4.0,Hyderabad,Master's,Hybrid
EMP00674,Cloud_Computing,2023,,1,,7.19,10.69,27.66,1.0,Pune,bachelor's,Remote
EMP00934,Cybersecurity,2019.0,2021,N,higher salary elsewhere,3.97,6.23,11.22,5.0,Noida,Bachelor's,onsite
EMP01477,  DevOps  ,2023,2023,Exited,HEALTH REASONS,6.77,0.82,27.34,1.0,Bangalore,Master's,Onsite
EMP00615,UI/UX Design,2019.0,,Working,,3.05,5.43,10.3,6.0,Mumbai,Bachelor's,Remote
EMP02015,SOFTWARE DEVELOPMENT,01/16,,Y,,4.77,6.67,16.14,8.0,PUNE,Master's,onsite
EMP01081,UI/UX DESIGN,01/22,,Active,,3.38,5.46,14.52,3.0,Bangalore,Bachelor's,Onsite
EMP01045,qa & testing,2020-01-01,,Y,,2.03,3.53,9.98,4.0,delhi,Bachelor's,Remote
EMP01414,Cloud Computing,2023,2024,No,Retirement,4.36,6.97,18.77,2.0,NOIDA,Bachelor's,REMOTE
EMP01908,IT Support & Helpdesk,2015,,Working,,3.55,6.3,14.43,9.0,Chennai,,Onsite
EMP01056,UI/UX Design,2024,,1,,4.44,5.93,10.31,1.0,Hyderabad,Bachelor's,REMOTE
EMP00778,qa & testing,2017,,Yes,,5.99,8.3,22.88,7.0,Bangalore,Master's,Remote
EMP01781,Cloud Computing,01/24,,Active,,6.57,11.78,26.3,0.0,Pune,Master's,Onsite
EMP01850,Business Analysis,2015,2018-01-01,Left,LAYOFF,2.85,4.9,9.5,9.0,gurgaon,MASTER'S,Hybrid
EMP00821,UI/UX DESIGN,2023.0,,Working,,6.97,9.62,18.26,1.0,Noida,Master's,WFH
EMP01033,QA & Testing,2018.0,2023,Exited,HIGHER SALARY ELSEWHERE,6.07,9.86,20.61,6.0,bangalore,Bachelor's,Onsite
EMP00092,  Data Science  ,2024-01-01,,Active,,8.05,13.41,29.45,1.0,Chennai,Master's,Onsite
EMP02117,DATA SCIENCE,2016,,1,,6.99,10.56,24.64,8.0,HYDERABAD,Bachelor's,Onsite
EMP00054,  Cloud Computing  ,2017,,Y,,7.0,9.61,19.27,7.0,hyderabad,Bachelor's,Hybrid
EMP01481,CYBERSECURITY,2020-01-01,,Working,,2.84,3.84,9.27,5.0,pune,bachelor's,Onsite
EMP01485,IT SUPPORT & HELPDESK,2015,2021.0,N,  Relocation  ,6.19,11.09,22.02,9.0,  Gurgaon  ,Bachelor's,Hybrid
EMP01130,Database Administration,2016,,ACTIVE,,6.08,9.7,18.34,8.0,Pune,,Onsite
EMP01460,CYBERSECURITY,2021,,1,,11.22,0.8965000000000001,49.61,3.0,MUMBAI,Master's,Remote
EMP00688,AI/ML Engineering,2024-01-01,,Y,,7.46,13.22,23.44,0.0,Delhi,Bachelor's,Onsite
EMP01466,Networking,2016-01-01,,1,,4.17,5.62,16.59,8.0,Chennai,Bachelor's,Hybrid
EMP00630,it support & helpdesk,2017,2017,EXITED,layoff,10.22,14.36,29.38,7.0,Chennai,Bachelor's,Onsite
EMP01470,NETWORKING,2023,,ACTIVE,,7.67,12.09,32.93,2.0,Gurgaon,,Onsite
EMP01011,Database Administration,2018,,ACTIVE,,3.59,5.98,17.41,6.0,NOIDA,MASTER'S,WFH
EMP01747,data science,2024-01-01,,Y,,6.63,9.08,16.62,0.0,MUMBAI,Master's,Remote
EMP01250,Data_Science,2021,,Working,,9.52,17.25,39.05,4.0,Hyderabad,Master's,Onsite
EMP01482,  UI/UX Design  ,2015-01-01,2019.0,Resigned,Higher Salary Elsewhere,3.92,5.76,14.84,10.0,CHENNAI,MASTER'S,Onsite
EMP02132,QA & Testing,2021.0,2022,Exited,Higher Studies,6.24,8.56,14.94,3.0,Pune,Master's,Remote
EMP01289,UI/UX_Design,2015,2023,0,  Work-Life Balance  ,6.92,11.73,27.21,9.0,BANGALORE,Master's,Onsite
EMP00941,IT SUPPORT & HELPDESK,2018-01-01,2022,EXITED,Work-Life Balance,10.13,13.94,41.71,6.0,PUNE,Bachelor's,Onsite
EMP01059,  IT Support & Helpdesk  ,2020-01-01,,ACTIVE,,2.91,4.97,13.64,4.0,CHENNAI,bachelor's,Onsite
EMP01664,Database Administration,01/17,,Active,,1.6,2.5,6.05,8.0,Bangalore,MASTER'S,WFH
EMP01123,Data Science,01/18,01/20,Resigned,Higher Studies,4.6,8.33,15.82,6.0,Noida,MASTER'S,Hybrid
EMP01974,business analysis,2017,,active,,8.7,12.57,25.09,7.0,Chennai,Bachelor's,Onsite
EMP01286,IT SUPPORT & HELPDESK,2021,,1,,3.09,4.4,9.91,4.0,Hyderabad,Bachelor's,Hybrid
EMP01515,DATABASE ADMINISTRATION,2018,2022,Resigned,Relocation,1.75,2.5,5.88,6.0,mumbai,Bachelor's,Hybrid
EMP00815,Database Administration,2020,,1,,7.59,10.43,24.99,5.0,  Hyderabad  ,bachelor's,Work From Home
EMP00070,IT SUPPORT & HELPDESK,2020,01/20,EXITED,  Layoff  ,2.91,4.78,12.01,4.0,Mumbai,Master's,Hybrid
EMP01054,Software Development,2022,,Active,,7.4,13.16,27.34,2.0,Gurgaon,Master's,Onsite
EMP01964,CYBERSECURITY,2017,2018,No,RELOCATION,7.35,13.35,30.97,7.0,Hyderabad,Diploma,Work From Home
EMP01975,QA & Testing,01/23,2024-01-01,Left,Health Reasons,14.35,19.83,43.3,2.0,NOIDA,Master's,Onsite
EMP00851,CLOUD COMPUTING,2016,,Working,,3.4,6.12,17.33,9.0,Pune,Master's,Onsite
EMP00601,IT Support & Helpdesk,01/24,,ACTIVE,,6.58,10.79,27.85,1.0,Bangalore,Bachelor's,Onsite
EMP00230,DEVOPS,2015-01-01,,Y,,6.01,10.87,20.04,9.0,Gurgaon,Bachelor's,Remote
EMP00497,AI/ML ENGINEERING,2018,,Y,,9.63,13.45,26.04,6.0,bangalore,Bachelor's,Onsite
EMP00282,Cybersecurity,2018,,1,,1.55,2.5,6.41,6.0,Pune,bachelor's,Onsite
EMP01467,Cloud Computing,01/15,2017,No,Career Growth,4.14,5.54,10.44,9.0,Bangalore,Bachelor's,Hybrid
EMP00327,  Cybersecurity  ,2024,,Working,,2.32,4.13,9.08,0.0,  Bangalore  ,Master's,Remote
,,,,,,,,,,,,
EMP00968,UI/UX Design,2021-01-01,,ACTIVE,,3.73,5.22,9.02,3.0,pune,,Onsite
EMP01596,networking,01/17,,Yes,,1.86,2.5,4.93,7.0,Pune,Master's,Hybrid
EMP01651,NETWORKING,2023,,Working,,4.21,7.47,14.11,1.0,Chennai,Bachelor's,Onsite
EMP00303,DevOps,2024.0,,ACTIVE,,3.03,4.35,9.16,0.0,bangalore,Master's,Remote
EMP01785,QA & Testing,2016.0,,Working,,4.86,7.01,18.15,8.0,Noida,Master's,Onsite
EMP01132,Database Administration,2024-01-01,2024,EXITED,work-life balance,12.93,19.64,42.17,0.0,GURGAON,Bachelor's,Remote
EMP00304,AI/ML ENGINEERING,01/23,,1,,7.88,11.43,21.29,2.0,Delhi,PhD,Remote
EMP00332,UI/UX DESIGN,2023-01-01,,Working,,8.13,11.33,29.12,1.0,Delhi,Bachelor's,Work From Home
EMP02043,UI/UX Design,2021,,ACTIVE,,4.92,6.87,16.8,3.0,Mumbai,Master's,Hybrid
EMP01585,DATA SCIENCE,2024,,1,,16.45,25.67,47.43,0.0,Pune,Master's,Hybrid
EMP01891,Software Development,2015.0,,1,,3.87,6.48,15.89,9.0,Noida,Bachelor's,Remote
EMP00159,database administration,2023-01-01,,Y,,8.88,15.23,41.35,1.0,MUMBAI,Bachelor's,Remote
EMP01449,NETWORKING,2018,,active,,4.37,0.64,15.34,6.0,  Delhi  ,Diploma,Hybrid
EMP01953,Networking,2019,,Y,,5.12,8.86,21.03,5.0,Gurgaon,bachelor's,Hybrid
EMP01512,Business Analysis,2016.0,,ACTIVE,,2.71,4.84,13.16,8.0,Noida,Bachelor's,Hybrid
EMP01018,ui/ux design,2022.0,,active,,1.4,2.5,4.38,2.0,mumbai,PhD,Onsite
EMP01782,Cloud Computing,2018,,active,,6.06,8.87,19.86,6.0,noida,Master's,Onsite
EMP01341,AI/ML Engineering,2020,,Working,,7.89,14.32,37.24,4.0,Bangalore,bachelor's,Hybrid
EMP00263,Data Science,2018-01-01,,Working,,1.83,2.5,4.29,6.0,  Gurgaon  ,Master's,Onsite
EMP00794,DevOps,01/19,,Working,,4.19,7.58,17.32,5.0,Hyderabad,PhD,Work From Home
EMP00099,CYBERSECURITY,2020.0,,Y,,5.28,8.13,16.96,4.0,Mumbai,Master's,Hybrid
EMP00901,  Cloud Computing  ,2021,2021.0,Exited,RETIREMENT,4.68,8.33,18.59,4.0,Delhi,Bachelor's,Remote
EMP00779,IT Support & Helpdesk,2021,,active,,6.96,10.73,22.34,4.0,Hyderabad,Diploma,Remote
EMP01741,QA & Testing,01/20,,Y,,4.8,6.94,18.86,4.0,Mumbai,MASTER'S,Onsite
EMP00222,Networking,01/19,,Active,,9.23,16.16,32.49,5.0,  Chennai  ,Master's,Onsite
EMP01949,UI/UX DESIGN,2022,,ACTIVE,,5.02,8.99,25.79,2.0,Bangalore,Master's,REMOTE
EMP01263,AI/ML Engineering,2017-01-01,2023-01-01,0,Layoff,5.51,9.19,21.79,7.0,Delhi,Master's,Onsite
EMP01822,IT Support & Helpdesk,2024,,ACTIVE,,5.45,9.06,16.65,0.0,DELHI,,Hybrid
EMP01815,  Data Science  ,2024,2024,Resigned,Career Growth,3.54,6.25,17.31,1.0,mumbai,Master's,Onsite
EMP00774,cybersecurity,2018-01-01,,active,,6.34,8.95,16.02,6.0,noida,Master's,Onsite
EMP01162,IT Support & Helpdesk,2024,2024-01-01,0,Work-Life Balance,7.04,11.08,28.54,1.0,HYDERABAD,Diploma,Onsite
EMP01587,,2023,,,,6.32,,18.66,,,,
EMP00059,Database Administration,2019-01-01,,ACTIVE,,6.03,8.82,19.79,5.0,noida,Master's,onsite
EMP00621,Cybersecurity,2019,,1,,6.08,8.9,16.22,5.0,Hyderabad,Master's,Hybrid
EMP02064,Database_Administration,01/20,,1,,9.18,12.81,28.88,4.0,Pune,Bachelor's,Remote
EMP01933,networking,2022-01-01,,active,,4.17,6.84,17.2,3.0,hyderabad,Master's,Onsite
EMP00561,CYBERSECURITY,2016,,Working,,7.68,1.05,35.21,8.0,Delhi,Bachelor's,Hybrid
EMP00732,qa & testing,01/24,,Yes,,1.51,2.64,6.03,0.0,noida,Bachelor's,Hybrid
EMP01039,Database Administration,2020.0,,Y,,8.71,12.6,21.93,4.0,Pune,,Hybrid
EMP01168,Cybersecurity,2016,,1,,3.71,5.38,13.55,9.0,hyderabad,Bachelor's,Hybrid
EMP01689,Cybersecurity,2020,,Yes,,3.77,6.76,11.75,5.0,Mumbai,Bachelor's,Onsite
EMP01284,UI/UX Design,01/16,,1,,5.71,10.24,25.6,8.0,Delhi,Bachelor's,onsite
EMP00252,DATABASE ADMINISTRATION,2024-01-01,,Active,,5.4,9.78,27.18,0.0,Pune,bachelor's,Remote
EMP00041,Business Analysis,2023,,Working,,9.94,13.76,27.26,2.0,GURGAON,Master's,Onsite
EMP00116,QA & Testing,2016,2018,Exited,Higher Studies,5.58,9.03,27.03,8.0,  Chennai  ,bachelor's,Remote
EMP01701,data science,2017,,Y,,3.97,6.45,16.12,7.0,noida,Master's,Remote
EMP01925,cloud computing,2021,2022,N,  Higher Studies  ,5.75,8.14,18.62,3.0,PUNE,Bachelor's,Hybrid
EMP00970,database administration,2016,2021,No,Relocation,7.98,11.04,31.6,8.0,Mumbai,Bachelor's,Hybrid
EMP00640,it support & helpdesk,2019-01-01,,1,,8.57,13.32,27.66,5.0,  Delhi  ,,Onsite
EMP00016,DATA SCIENCE,2023,2023-01-01,No,Health Reasons,3.28,4.59,9.06,1.0,Chennai,Bachelor's,Remote
EMP00587,Cloud Computing,2023.0,,Yes,,4.56,8.18,24.14,1.0,Pune,Diploma,Hybrid
EMP00558,Cybersecurity,2022,,1,,1.7,2.5,5.59,2.0,hyderabad,Bachelor's,Hybrid
EMP00554,Cybersecurity,2015-01-01,,Y,,3.3,4.68,11.09,9.0,Hyderabad,Bachelor's,Hybrid
EMP02111,  Cloud Computing  ,01/24,2024-01-01,exited,Retirement,7.41,10.68,25.5,0.0,Hyderabad,Bachelor's,Hybrid
EMP01106,  AI/ML Engineering  ,2018-01-01,,ACTIVE,,5.53,9.12,16.77,6.0,Chennai,PhD,Hybrid
EMP00684,Cloud_Computing,01/23,,Y,,6.59,11.81,25.13,2.0,Gurgaon,Master's,Remote
EMP00564,Networking,2015,,Yes,,1.58,2.5,5.34,9.0,Pune,bachelor's,Remote
EMP00528,NETWORKING,2016-01-01,,Yes,,4.5,6.35,15.64,9.0,Mumbai,Bachelor's,Remote
EMP01283,NETWORKING,2017,,1,,6.19,9.96,25.06,7.0,chennai,MASTER'S,REMOTE
EMP01584,,2019,2023-01-01,,career switch,6.62,,21.58,,,,
EMP01109,UI/UX Design,2020-01-01,,active,,9.99,14.71,29.3,4.0,pune,Bachelor's,Onsite
EMP01290,  UI/UX Design  ,2023,,1,,1.88,3.27,6.22,1.0,Hyderabad,Diploma,Hybrid
EMP00719,Business Analysis,2018,,active,,5.87,8.0,21.1,6.0,Gurgaon,PhD,Onsite
EMP01638,IT Support & Helpdesk,2017,,Y,,2.95,5.33,15.86,7.0,Delhi,bachelor's,Onsite
EMP01179,,2019-01-01,01/22,,Relocation,11.44,,46.27,,,,
EMP02157,UI/UX Design,2018-01-01,,Y,,4.72,7.09,13.43,7.0,hyderabad,Master's,Remote
EMP00142,Business_Analysis,2016.0,,Active,,6.5,10.28,24.17,8.0,Pune,,Remote
EMP00703,data science,2018,2021.0,Resigned,Layoff,9.77,13.48,36.3,7.0,pune,Master's,Onsite
EMP01200,cloud computing,2021,2023,Resigned,Higher Studies,6.32,10.25,28.71,3.0,Delhi,Bachelor's,Remote
EMP00647,QA & Testing,01/21,,active,,6.21,11.23,31.29,3.0,Bangalore,PhD,Remote
EMP00065,Networking,2021,,active,,5.14,8.27,17.99,3.0,Delhi,Master's,Onsite
EMP01957,DevOps,01/16,,Y,,3.26,4.88,8.45,9.0,Delhi,Master's,Hybrid
EMP00180,  DevOps  ,2018,2019.0,N,Career Growth,8.58,11.56,24.78,6.0,Chennai,bachelor's,Hybrid
EMP01622,Database Administration,01/23,,Active,,6.66,9.52,19.17,1.0,  Gurgaon  ,Bachelor's,onsite
EMP00927,Networking,2019,,ACTIVE,,3.91,5.29,9.77,6.0,  Noida  ,Diploma,Hybrid
EMP01478,,2020-01-01,,,,8.02,,33.77,,,,
EMP01749,database administration,2019,,Working,,3.7,6.26,15.38,5.0,NOIDA,Bachelor's,Hybrid
EMP00837,Software Development,2020,,1,,7.57,13.49,36.3,5.0,Mumbai,Master's,Work From Home
EMP01511,AI/ML Engineering,2024,,active,,9.27,13.02,24.6,0.0,Pune,Bachelor's,Hybrid
EMP01049,Cloud Computing,2022,,Working,,3.24,5.12,15.12,2.0,  Hyderabad  ,Master's,Onsite
EMP01112,  DevOps  ,2018,,Y,,6.81,11.11,31.42,7.0,Noida,Bachelor's,WFH
EMP01505,IT Support & Helpdesk,2017,,1,,8.47,12.01,31.78,8.0,Pune,Master's,Hybrid
EMP01281,Cloud_Computing,2019-01-01,,Y,,9.39,13.99,40.85,5.0,chennai,bachelor's,Hybrid
EMP01948,IT Support & Helpdesk,2017,,Yes,,8.21,12.27,36.02,7.0,Gurgaon,Master's,Hybrid
EMP01412,Business Analysis,01/20,,active,,6.18,10.37,27.88,5.0,GURGAON,Bachelor's,Onsite
EMP00919,Networking,2023,2023,Left,CAREER SWITCH,6.04,0.91,27.2,1.0,Gurgaon,Bachelor's,Onsite
EMP01388,Software Development,2020-01-01,,Working,,7.46,12.23,22.6,4.0,Mumbai,Bachelor's,Remote
EMP00450,DEVOPS,2016,,1,,1.86,2.5,4.38,8.0,Noida,MASTER'S,Remote
EMP00720,ai/ml engineering,2015-01-01,,ACTIVE,,10.26,14.0,38.71,9.0,Pune,Bachelor's,WFH
EMP01231,DevOps,2018,2020,exited,Work-Life Balance,6.96,12.27,33.6,6.0,Gurgaon,Bachelor's,Hybrid
EMP01539,software development,2024,,ACTIVE,,5.71,7.81,19.6,0.0,Gurgaon,Diploma,Remote
EMP00368,DevOps,2019,2020,EXITED,Company_Restructuring,7.79,11.29,21.69,6.0,Gurgaon,Master's,Hybrid
EMP00213,Database Administration,2020.0,,Active,,7.5,11.87,28.9,5.0,Hyderabad,Bachelor's,Onsite
EMP00981,Cybersecurity,2020-01-01,,Y,,8.15,13.54,39.42,4.0,Noida,Diploma,Remote
EMP00290,Cloud Computing,2015,,ACTIVE,,6.84,11.54,30.39,9.0,PUNE,,Work From Home
EMP00193,cybersecurity,2020,,Y,,10.25,13.83,27.32,4.0,Delhi,Diploma,onsite
EMP01494,Cloud Computing,2019,2020-01-01,Left,  Higher Studies  ,7.35,12.56,24.17,5.0,  Hyderabad  ,,Work From Home
EMP00545,,2024,,,,1.78,,7.35,,,,
EMP01361,Software Development,2019,,Working,,5.78,8.76,19.33,6.0,PUNE,Master's,Onsite
EMP01581,  IT Support & Helpdesk  ,2024,,Working,,2.58,4.28,9.95,0.0,Delhi,Bachelor's,Remote
EMP01915,Software Development,2019,,active,,11.63,19.31,35.98,6.0,Bangalore,Bachelor's,Work From Home
EMP02121,BUSINESS ANALYSIS,2017,,Working,,7.8,12.69,32.31,8.0,  Pune  ,Bachelor's,Onsite
EMP02063,DATA SCIENCE,01/19,2023,Exited,  Higher Studies  ,4.68,8.05,18.19,6.0,Hyderabad,Master's,Work From Home
EMP01691,AI/ML Engineering,2023,,Yes,,7.73,12.63,29.84,1.0,  Chennai  ,Master's,Remote
EMP02188,Data Science,2015,,ACTIVE,,1.61,2.51,5.53,10.0,Hyderabad,bachelor's,Hybrid
EMP00008,IT Support & Helpdesk,2024,,active,,2.53,3.68,8.72,0.0,  Gurgaon  ,bachelor's,Hybrid
EMP02108,Cybersecurity,2023,2023,No,  Work-Life Balance  ,7.11,12.6,27.58,2.0,Mumbai,Bachelor's,onsite
EMP00886,Cloud Computing,2015,,Active,,9.88,14.34,38.36,9.0,pune,MASTER'S,Hybrid
EMP02161,Software_Development,2021,,active,,7.93,13.78,33.11,4.0,bangalore,Master's,Hybrid
EMP00340,UI/UX DESIGN,2021-01-01,,1,,5.48,9.26,18.86,4.0,Delhi,PhD,Hybrid
EMP01359,  DevOps  ,2016,,Y,,4.14,6.99,20.66,9.0,noida,Bachelor's,Hybrid
EMP01673,AI/ML Engineering,01/16,2018,exited,Layoff,5.82,9.69,19.42,9.0,Hyderabad,Master's,Onsite
EMP00723,Cybersecurity,01/23,,active,,1.67,2.74,6.58,2.0,Hyderabad,MASTER'S,Onsite
EMP01720,AI/ML Engineering,2019,,Y,,3.28,5.2,11.39,5.0,mumbai,Master's,Hybrid
EMP00518,DATABASE ADMINISTRATION,01/15,2023,N,Relocation,1.83,2.81,5.17,9.0,Noida,Diploma,onsite
EMP00403,Cybersecurity,2020,,Yes,,2.59,3.77,10.57,4.0,Mumbai,Bachelor's,onsite
EMP00734,DEVOPS,2017-01-01,,ACTIVE,,4.08,5.62,14.66,7.0,chennai,,WFH
EMP01737,ai/ml engineering,2018-01-01,,Working,,1.61,2.5,6.48,7.0,Noida,Bachelor's,Remote
EMP01621,QA & Testing,2021,01/22,N,work-life balance,3.56,5.89,17.26,3.0,Chennai,Master's,Hybrid
EMP01990,data science,2023,,ACTIVE,,2.51,0.2025,9.72,1.0,  Chennai  ,PhD,Onsite
EMP00144,UI/UX Design,01/18,,active,,2.79,4.41,7.84,6.0,Noida,Bachelor's,Onsite
EMP01192,CLOUD COMPUTING,2018,,1,,5.46,9.83,23.75,7.0,Hyderabad,Master's,Hybrid
EMP00819,QA & Testing,01/16,,Active,,7.87,11.55,27.22,8.0,  Pune  ,Bachelor's,Onsite
EMP00560,cloud computing,2017,,active,,5.52,9.77,27.4,7.0,delhi,MASTER'S,Hybrid
EMP01985,QA & TESTING,2015,,Working,,6.51,9.25,18.46,9.0,Noida,Master's,Remote
EMP00360,ui/ux design,2017-01-01,,Working,,3.19,5.46,12.9,7.0,gurgaon,PhD,Onsite
EMP01519,Data_Science,2015,2021-01-01,exited,HEALTH REASONS,4.79,7.3,18.91,9.0,Chennai,Diploma,Hybrid
EMP01688,Cybersecurity,2016,,active,,2.96,5.21,8.99,8.0,Chennai,Master's,onsite
EMP01124,UI/UX Design,2018,,active,,4.19,7.13,19.95,6.0,Hyderabad,,Remote
EMP00704,QA & Testing,2021,,1,,2.24,3.01,7.94,3.0,MUMBAI,Master's,Onsite
EMP01799,SOFTWARE DEVELOPMENT,2024,,ACTIVE,,4.61,7.25,18.2,0.0,BANGALORE,Diploma,Onsite
EMP00060,DATABASE ADMINISTRATION,2021,,Active,,9.28,14.57,27.73,3.0,Gurgaon,Diploma,Onsite
EMP01194,,2024,,,,7.59,,30.82,,,,
EMP00926,Database_Administration,2022-01-01,2024,Exited,Career Growth,5.49,7.49,13.24,2.0,Gurgaon,Master's,Onsite
EMP02120,AI/ML Engineering,2015-01-01,,Yes,,9.04,12.1,33.28,9.0,pune,Master's,Onsite
EMP00879,UI/UX Design,2021,,Y,,6.65,11.09,22.12,3.0,Delhi,Bachelor's,Onsite
